Food_Name,VitaminC_mg,Potassium_mg,Carbohydrate_g,Calcium_mg,Zinc_mg,VitaminB6_mg,Protein_g,Cholesterol_mg,Energy_kcal,Riboflavin_mg,Thiamin_mg,Iron_mg,Folate_mcg,VitaminE_mg,Niacin_mg,VitaminD_mcg,VitaminB12_mcg,Fat_g,VitaminK_mcg,Magnesium_mg,Fiber_g,Sodium_mg,VitaminA_mcgRAE,Sugars_g,Food_Category,nutriscore_grade,diet_type,meal_type
FIG BAR,0.0,0.0,-0.0033703283641885,0.0,0.0,0.0,-0.0042057729556344,-0.0335274774927566,-0.0038397944872788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039996458374397,0.0,0.0,0.0272234304136809,-0.0039552532089733,0.0,0.12280798910219,0,a,vegan,"lunch,dinner"
FIG BAR MINIS Raspberry,0.0,0.0,-0.0033495247058334,0.0,0.0,0.0,-0.0040912735123748,-0.0335274774927566,-0.0038263012701946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039973878955396,0.0,0.0,0.0517557224725561,-0.0039552207088089,0.0,0.1377044867471133,0,a,vegan,"lunch,dinner"
FIG BAR Raspberry,0.0,0.0,-0.0033626638584786997,0.0,0.0,0.0,-0.0042324894923949745,-0.0335274774927566,-0.0038304301615912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039933236001192,0.0,0.0,0.015606000139654574,-0.0039552468894969,0.0,0.1255520807736228,0,a,vegan,"lunch,dinner"
FILETS DE COLIN D’ALASKA,0.0,0.0,-0.0042015593374247,0.0,0.0,0.0,-0.0037954069509921,-0.0335274774927566,-0.0041670834505076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004007457593873,0.0,0.0,-0.0237173834007324,-0.0039549753542347,0.0,-0.0779223166631485,0,a,vegan,"lunch,dinner"
FILETTI DI ORATA,0.0,0.0,-0.0045318382174702,0.0,0.0,0.0,-0.003259366357428,-0.0335274774927566,-0.0042615359700972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040064485647966,0.0,0.0,-0.0192462906824244,-0.0039552865758087,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FINE ASSORTED CONFECTIONS,0.0,0.0,-0.0036615795811598,0.0,0.0,0.0,-0.0041202800380006,-0.0335274774927566,-0.0032928485017486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035014535365838,0.0,0.0,0.0020369438999018,-0.0039553922374542,0.0,0.1645181825079749,0,a,vegan,"lunch,dinner"
FIRE ROASTED DICED TOMATOES IN TOMATO JUICE,0.0,0.0,-0.0044631221865438,0.0,0.0,0.0,-0.0044760294927827,-0.0335274774927566,-0.0045654069532625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0306808886938792,-0.0039551560666087,0.0,-0.0702309225278876,0,a,vegan,"lunch,dinner"
FIRE ROASTED corn,0.0,0.0,-0.0041774100497717,0.0,0.0,0.0,-0.0043062013829753,-0.0335274774927566,-0.0042402848148071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040218879253625,0.0,0.0,0.0214302626503803,-0.0039549379965357,0.0,-0.0405150573662438,0,b,vegan,"lunch,dinner"
FIRE SAUCE,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335269772588983,-0.0046107906355562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0259313567262931,-0.0039547678731854,0.0,-0.0678975049944625,0,a,vegan,"lunch,dinner"
FIVE CHEESE RIGATONI,0.0,0.0,-0.0035916792890867,0.0,0.0,0.0,-0.0036735795433639,0.0045807392380269,-0.0043391300072684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039963582740331,0.0,0.0,-0.0023134492252049,-0.0039536728343138,0.0,-0.0356907458397915,0,a,vegetarian,"lunch,dinner"
FIX,0.0,0.0,-0.004153066009799,0.0,0.0,0.0,-0.0041515178348283,-0.0335274774927566,-0.0045273209670817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,-0.0563004884638263,0,a,vegan,"lunch,dinner"
FLAKED COCONUT,0.0,0.0,-0.0041469982761121,0.0,0.0,0.0,-0.0041202800380006,-0.0335274774927566,-0.0036345372031062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036135678784008,0.0,0.0,0.1325487376531144,-0.0039556323775576,0.0,-0.057936182322877,0,a,vegan,"lunch,dinner"
FLAKES,0.0,0.0,-0.0029583144474973,0.0,0.0,0.0,-0.0042292313781559,-0.0335274774927566,-0.0037535924997464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039546235782686,0.0,0.0873492380983214,0,a,vegan,"lunch,dinner"
FLAME-GRILLED CHICKEN BREAST STRIPS,0.0,0.0,-0.0045178581590556,0.0,0.0,0.0,-0.003125356209037,0.0934999116098552,-0.0043691679110248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004090053831123,0.0,0.0,-0.0414669873511698,-0.0039545085218737,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FLAN NATURE 2 PARTS,0.0,0.0,-0.0040809813335986,0.0,0.0,0.0,-0.0043009906926491,-0.0335274774927566,-0.0042571428296512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040597829588324,0.0,0.0,-0.0388567514761055,-0.0039552635223588,0.0,0.0206180152580177,0,b,vegan,"lunch,dinner"
FLATBREAD SAUSAGE & BUTTERNUT SQUASH,0.0,0.0,-0.0040848040058213,0.0,0.0,0.0,-0.0039077165923993,0.0359406259227342,-0.0039304370266585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003912122364534,0.0,0.0,-0.0312707534641998,-0.0039541690238025,0.0,-0.071079238057512,0,a,vegetarian,"lunch,dinner"
FLAVOR TWISTS HONEY BBQ Flavored Corn Snack,0.0,0.0,-0.0035367576310292,0.0,0.0,0.0,-0.0040912735123748,-0.0335274774927566,-0.0033556076509776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036627609059327,0.0,0.0,0.0051443675606931,-0.0039538827853757,0.0,-0.0633982314593485,0,a,vegan,"lunch,dinner"
FLAVOR TWISTS Honey BBQ FLAVORED,0.0,0.0,-0.0035490509353703,0.0,0.0,0.0,-0.0040966299327653,-0.0335274774927566,-0.0033689134776692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036684648834132,0.0,0.0,0.0045705426333857,-0.0039535993737544,0.0,-0.0636733140554583,0,a,vegan,"lunch,dinner"
FLAVOUR BLASTED XTREME CHEDDAR BAKED SNACK CRACKERS,0.0,0.0,-0.0033703283641885,0.0,0.0,0.0,-0.0039172343586203,0.0088149855414473,-0.0035857245314837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038858455656706,0.0,0.0,0.0020369438999022,-0.0039531349204822,0.0,-0.0648878812238408,0,b,vegan,"lunch,dinner"
"FLOUR, ALL PURPOSE (ENRICHED) (BLEACHED)",0.0,37.22727272727273,0.0,5.2272727272727275,0.19636363636363638,0.014454545454545454,0.0,0.0,2.4136363636363636,0.0,0.0,1.5322727272727272,43.68181818181818,0.0,0.0,0.0,0.0,0.2681818181818182,0.0,7.286363636363637,0.0,0.6818181818181818,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, ALL PURPOSE (ENRICHED) (UNBLEACHED)",0.0,38.476190476190474,0.0,6.095238095238095,0.2566666666666667,0.022523809523809522,0.0,0.0,1.8857142857142857,0.0,0.0,1.5457142857142858,45.42857142857143,0.0,0.0,0.0,0.0,0.20952380952380953,0.0,9.523809523809524,0.0,1.0476190476190477,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, ALL PURPOSE (UNENRICHED) (UNBLEACHED)",0.0,22.8,0.0,3.2,0.156,0.014199999999999999,0.0,0.0,2.7,0.0,0.0,0.184,4.0,0.0,0.0,0.0,0.0,0.3,0.0,5.720000000000001,0.54,0.6,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, ALL PURPOSE (UNENRICHED) (UNBLEACHED) (ORGANIC)",0.0,34.08695652173913,0.0,4.913043478260869,0.26565217391304347,0.019130434782608695,0.0,0.0,2.778260869565217,0.0,0.0,0.2673913043478261,5.173913043478261,0.0,0.0,0.0,0.0,0.30869565217391304,0.0,8.165217391304349,0.5434782608695652,0.5217391304347826,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED)",0.0,35.166666666666664,0.0,5.277777777777778,0.305,0.02227777777777778,0.0,0.0,2.55,0.0,0.0,1.578888888888889,39.55555555555556,0.0,0.0,0.0,0.0,0.2833333333333333,0.0,10.211111111111112,0.0,0.6666666666666666,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED) (ORGANIC)",0.0,32.0,0.0,4.25,0.21,0.01825,0.0,0.0,3.6,0.0,0.0,1.2175,40.0,0.0,0.0,0.0,0.0,0.4,0.0,7.95,0.0,0.75,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",0.0,27.73076923076923,0.0,0.0,0.11884615384615384,0.024961538461538462,0.0,0.0,3.0115384615384615,0.0,0.0,0.8534615384615385,29.76923076923077,0.0,0.0,0.0,0.0,0.3346153846153846,0.0,5.7846153846153845,0.6653846153846155,0.0,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, PASTRY, WHITE (UNENRICHED) (UNBLEACHED)",0.0,28.36,0.0,3.32,0.14800000000000002,0.013000000000000001,0.0,0.0,2.3472,0.0,0.0292,0.1736,0.0,0.0,0.19759999999999997,0.0,0.0,0.2608,0.0,4.48,0.0,0.2,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, RICE, BROWN",0.0,45.166666666666664,0.0,2.0,0.29916666666666664,0.020166666666666666,0.0,0.0,6.2475,0.0,0.05583333333333334,0.3033333333333333,0.0,0.0,1.0308333333333335,0.0,0.0,0.6941666666666667,0.0,22.916666666666668,0.0,0.25,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, RICE, BROWN (ORGANIC)",0.0,43.25,0.0,1.4166666666666667,0.3375000000000001,0.023666666666666666,0.0,0.0,5.3025,0.0025,0.055,0.19666666666666668,0.0,0.0,0.965,0.0,0.0,0.5891666666666667,0.0,18.333333333333332,0.0,0.25,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, RICE, GLUTENOUS",0.0,16.620689655172413,0.0,2.0,0.2768965517241379,0.008448275862068965,0.0,0.0,2.169310344827586,0.0,0.010000000000000002,0.0696551724137931,0.0,0.0,0.2317241379310345,0.0,0.0,0.2410344827586207,0.0,4.375862068965517,0.0,1.3103448275862069,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, RICE, WHITE",0.0,16.904761904761905,80.0,1.5714285714285714,0.29285714285714287,0.011952380952380952,0.0,0.0,360.0,0.0,0.0,0.04999999999999999,3.2857142857142856,0.0,0.0,0.0,0.0,0.24761904761904763,0.0,5.280952380952381,0.06190476190476191,1.2380952380952381,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, RICE, WHITE (ORGANIC)",0.0,15.5,0.0,0.6666666666666666,0.17,0.009833333333333333,0.0,0.0,1.8,0.0,0.0,0.04666666666666667,2.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,4.45,0.09999999999999999,0.5,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, SOY (DEFATTED)",0.0,496.8,34.0,67.52,0.8872,0.12359999999999999,52.0,0.0,327.0,0.059640000000000006,0.0852,1.4672,0.0,0.0,0.6859999999999999,0.0,0.0,1.0,0.0,62.6,0.0,0.4,0.0,0.0,Legumes And Legume Products,a,vegan,"lunch,dinner"
"FLOUR, SOY, FULL FAT",0.0,317.0833333333333,0.0,38.875,0.6129166666666667,0.052833333333333336,0.0,0.0,30.900000000000002,0.06754166666666667,0.04833333333333333,1.6654166666666665,0.0,0.0,0.48666666666666664,0.0,0.0,3.433333333333333,0.0,40.625,0.0,0.5416666666666666,0.0,0.0,Legumes And Legume Products,a,vegan,"lunch,dinner"
"FLOUR, SOY, FULL FAT (ORGANIC)",0.0,298.3333333333333,0.0,51.0,0.6508333333333334,0.06458333333333334,0.0,0.0,31.349999999999998,0.04624999999999999,0.08416666666666667,1.4266666666666667,0.0,0.0,0.395,0.0,0.0,3.483333333333333,0.0,45.75,0.0,0.0,0.0,0.0,Legumes And Legume Products,a,vegan,"lunch,dinner"
"FLOUR, WHOLE WHEAT (UNENRICHED)",0.0,82.25,0.0,8.75,0.6875,0.06875,0.0,0.0,2.86875,0.0,0.0,1.015625,7.4375,0.0,0.0,0.0,0.0,0.31875,0.0,33.8125,2.04375,0.75,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
"FLOUR, WHOLE WHEAT (UNENRICHED) (ORGANIC)",0.0,94.1,0.0,8.8,0.8469999999999999,0.0507,0.0,0.0,5.58,0.0,0.0,0.693,7.4,0.0,0.0,0.0,0.0,0.62,0.0,27.3,1.9700000000000002,0.7,0.0,0.0,Cereal Grains And Pasta,a,vegan,"breakfast,lunch,dinner"
FLUFF,0.0,0.0,-0.0031198523175931,0.0,0.0,0.0,-0.0044654576929471,-0.0335274774927566,-0.003885922461962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,0.2208269436057843,0,a,vegan,"lunch,dinner"
FLUFF Caramel,0.0,0.0,-0.0031198523175931,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.003885922461962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041217661735227,0.0,0.0,-0.0192462906824244,-0.003955517110308,0.0,0.2208269436057843,0,a,vegan,"lunch,dinner"
FOOD CLUB / LF / STRAWBERRY/ 32 OZ,0.0,0.0,-0.0042681393656243,0.0,0.0,0.0,-0.0043113460222975,-0.0182841908004432,-0.0044306718772692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041090812365628,0.0,0.0,-0.0414669873511698,-0.0039554710034081,0.0,-0.0194863357016442,0,b,vegan,"lunch,dinner"
FOOD CLUB PEACH BLENDED,0.0,0.0,-0.004278346864158,0.0,0.0,0.0,-0.004311381853888,-0.0182841908004432,-0.0044306718772692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041091321119784,0.0,0.0,-0.0414669873511698,-0.0039554713424295,0.0,-0.0158170654523312,0,b,vegan,"lunch,dinner"
FORMULA1 SAVEUR COOKIES ET CRÈME,0.0,0.0,-0.0041858317717082,0.0,0.0,0.0,-0.0021507369480114,-0.0335274774927566,-0.0038266150659407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039963582740331,0.0,0.0,0.2195566001552631,-0.0039534422998146,0.0,-0.0269316052245767,0,a,vegan,"lunch,dinner"
FOUR CHEESE ALFREDO PASTA SAUCE,0.0,0.0,-0.004482908013019,0.0,0.0,0.0,-0.0044654576929471,0.0045807392380269,-0.0044460478688302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040828464805776,0.0,0.0,-0.0414669873511698,-0.0039546237891233,0.0,-0.0794864489158655,0,b,vegetarian,"lunch,dinner"
FOUR CHEESE FETTUCCINI ALFREDO BOWL,0.0,0.0,-0.0042786680971179,0.0,0.0,0.0,-0.0040885541505974,0.0096618348021313,-0.0042950336659981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039999619493058,0.0,0.0,-0.0297209259133803,-0.0039547858836931,0.0,-0.0740119860313562,0,b,vegetarian,"lunch,dinner"
FOUR FRUIT FRUIT SPREAD,0.0,0.0,-0.0038363303113426,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0041714765909537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039556323775576,0.0,0.1645181825079749,0,b,vegan,"lunch,dinner"
FRANK'S RED HOT Originale,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0046107906355562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039550848581219,0.0,-0.0563004884638263,0,b,vegan,"lunch,dinner"
FRANKS IN A BLANKET,0.0,0.0,-0.0041992875779323,0.0,0.0,0.0,-0.0037454577138645,0.0553916948790716,-0.0038222782478081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037380468304867,0.0,0.0,-0.0247614777507581,-0.0039539057894254,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FREE FROM,0.0,0.0,-0.0036842971760836,0.0,0.0,0.0,-0.0041304323219696,-0.0335274774927566,-0.0036399065969846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037758133473445,0.0,0.0,-0.0192462906824244,-0.003955505583583,0.0,0.0950707104873434,0,a,vegan,"lunch,dinner"
FREE FROM Sliced Brown Bread,0.0,0.0,-0.0038573003989646,0.0,0.0,0.0,-0.0043497216557004,-0.0335274774927566,-0.0041077760544863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040554585485052,0.0,0.0,-0.0192462906824244,-0.0039545949723109,0.0,-0.0819890605202125,0,b,vegan,"lunch,dinner"
FREE RANGE EGG POT,0.0,0.0,-0.0045120331347162,0.0,0.0,0.0,-0.0037141886792399,-0.0335274774927566,-0.0043016281599357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039947566405786,0.0,0.0,-0.0342163321426578,-0.0039554050449264,0.0,-0.0822671284762511,0,c,non_vegetarian,"lunch,dinner"
FREEFROM Haddock Fishcakes,0.0,0.0,-0.0034134335443002,0.0,0.0,0.0,-0.0042583510999792,0.0981075933881453,-0.003525684945388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037772548174536,0.0,0.0,-0.0336362797259768,-0.0039555955167264,0.0,0.2661512982450479,0,a,vegan,"lunch,dinner"
FRENCH BREAD PIZZAS,0.0,0.0,-0.0040644480309825,0.0,0.0,0.0,-0.0038333412336068,0.0273239663887339,-0.0040583598010261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039707225481411,0.0,0.0,-0.0258368324106649,-0.003954062120115,0.0,-0.0632644305822983,0,a,vegan,"lunch,dinner"
FRENCH BREAD PIZZAS DELUXE,0.0,0.0,-0.0040887480327178,0.0,0.0,0.0,-0.0040525981448738,0.0158720627138145,-0.0040738512477087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039579190711244,0.0,0.0,-0.0269656769341458,-0.0039541274995763,0.0,-0.0648878812238408,0,a,vegan,"lunch,dinner"
FRENCH FRIED POTATOES CRINKLE CUT,0.0,0.0,-0.0041035961339752,0.0,0.0,0.0,-0.004311381853888,-0.0335274774927566,-0.0042490025988247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040412982244925,0.0,0.0,-0.0107583299974718,-0.003955547622227,0.0,-0.0783823555610065,0,a,vegan,"lunch,dinner"
FRENCH FRIES,0.0,0.0,-0.004086223855504,0.0,0.0,0.0,-0.0043801785076074,-0.0335274774927566,-0.0042395702678671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040424853175235,0.0,0.0,-0.0140595106629943,-0.0039550877398031,0.0,-0.0826147134212993,0,b,vegan,"lunch,dinner"
FRENCH ONION,0.0,0.0,-0.0044745199779702,0.0,0.0,0.0,-0.004473376474443,-0.0335274774927566,-0.0045678142616277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041229193496099,0.0,0.0,-0.0362465156010412,-0.0039547678731854,0.0,-0.0776094902126051,0,b,vegan,"lunch,dinner"
FRENCH ONION FLAVORED Sun Chips,0.0,0.0,-0.0033495247058334,0.0,0.0,0.0,-0.0040912735123748,-0.0335274774927566,-0.0035125055240499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038172041319051,0.0,0.0,0.0517557224725561,-0.0039542429955308,0.0,-0.0410534849919639,0,a,vegan,"lunch,dinner"
FRENCH STYLE DRESSING,0.0,0.0,-0.0042469945272722,0.0,0.0,0.0,-0.0040390617662485,-0.0335274774927566,-0.0043428090683486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040914953012321,0.0,0.0,-0.027110690038316,-0.0039553672628835,0.0,-0.0594655560810888,0,b,vegan,"lunch,dinner"
FRENCH'S MAPLE MUSTARD,0.0,0.0,-0.0038363303113426,0.0,0.0,0.0,-0.0042827165815049,-0.0335274774927566,-0.0041714765909537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039530388644409,0.0,0.0393876022906208,0,a,vegan,"lunch,dinner"
FRESH GOAT MILK CHEESE,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.1905146211749421,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.0192462906824244,-0.0039538026741347,0.0,-0.0636733140554583,0,a,vegan,"lunch,dinner"
FRESH MOZZARELLA SNACKING CHEESE,0.0,0.0,-0.0045231006809611,0.0,0.0,0.0,-0.0042218028776908,0.0045807392380269,-0.004061648079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040540170783961,0.0,0.0,-0.0192462906824244,-0.0039553874346522,0.0,-0.0563004884638263,0,a,vegetarian,"lunch,dinner"
FRESH MOZZARELLA THIN SLICED,0.0,0.0,-0.0044729222570086,0.0,0.0,0.0,-0.0034386266857952,0.1025732965457561,-0.004061648079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038686852072292,0.0,0.0,-0.0414669873511698,-0.0039547575814667,0.0,-0.0857429779267332,0,b,vegan,"lunch,dinner"
FRESHLY FROZEN BLUEBERRIES,0.0,0.0,-0.0043023322584968,0.0,0.0,0.0,-0.0044828616083226,-0.0335274774927566,-0.004490502266200733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.007285327082470201,-0.0039553855135313,0.0,-0.026156987347040733,0,b,vegan,"lunch,dinner"
FRESHLY FROZEN SLICED PEACHES,0.0,0.0,-0.0043730646969041,0.0,0.0,0.0,-0.0044828616083226,-0.0335274774927566,-0.0045166519117128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0228224453864246,-0.0039556323775576,0.0,-0.03211558640501,0,a,vegan,"lunch,dinner"
FRESHLY FROZEN SLICED STRAWBERRIES,0.0,0.0,-0.0043730646969041,0.0,0.0,0.0,-0.0044828616083226,-0.0335274774927566,-0.004533431267583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0041779034216796,-0.0039556323775576,0.0,-0.0388190103452255,0,c,vegan,"lunch,dinner"
FRIED RICE,0.0,0.0,-0.0032559082432354,0.0,0.0,0.0,-0.0039824990412782,0.0572063718662518,-0.0038786005612187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039459068202154,0.0,0.0,-0.0181613098952382,-0.0039521846517873,0.0,-0.0745706046930408,0,a,vegan,"lunch,dinner"
FRIES,0.0,0.0,-0.0034257656482823,0.0,0.0,0.0,-0.0040966299327653,-0.0335274774927566,0.0283377627096321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037193121834617,0.0,0.0,0.0045705426333857,-0.0039527861722331,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FRIES Flamin' Hot,0.0,0.0,-0.0034119356808986,0.0,0.0,0.0,-0.0040912735123748,-0.0335274774927566,-0.0034340565875137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037142419812569,0.0,0.0,0.0051443675606931,-0.0039527506963168,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FRIES Flamin' Hot Flavor,0.0,0.0,-0.0034119356808986,0.0,0.0,0.0,-0.0040912735123748,-0.0335274774927566,-0.0033435385838182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037142419812569,0.0,0.0,0.0051443675606931,-0.0039527506963168,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FRITES,0.0,0.0,-0.0040844763482022,0.0,0.0,0.0,-0.0043314475445561,-0.0335274774927566,-0.0042317364820275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040424853175235,0.0,0.0,-0.01144927478793,-0.0039550877398031,0.0,-0.0851173250256464,0,b,vegan,"lunch,dinner"
FROSTED BERRY STRAWBERRY FLAVORED TOASTER PASTRIES,0.0,0.0,-0.0032247027557028,0.0,0.0,0.0,-0.0041749461824491,-0.0335274774927566,-0.0037237141993396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040152082677671,0.0,0.0,-0.0163685654755513,-0.0039548565403005,0.0,0.1428609667011249,0,a,vegan,"lunch,dinner"
FROSTED MINI SPOONERS,0.0,0.0,-0.0032829529990970334,0.0,0.0,0.0,-0.0039781480624344,-0.0335274774927566,-0.0038205134819879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004100464448577467,0.0,0.0,0.0962954616105588,-0.0039556008225077,0.0,0.03660692273023507,0,b,vegan,"lunch,dinner"
FRUIT & LEMON BISCUITS 150G - WALKERS - 150g,0.0,0.0,-0.0034116860369984,0.0,0.0,0.0,-0.0042461683592164,-0.0335274774927566,-0.0035410609369491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037959939288716,0.0,0.0,-0.0414669873511698,-0.0039547102395606,0.0,0.1294816200471158,0,a,vegan,"lunch,dinner"
FRUIT & VEGETABLE STRIPS VERY BERRY,0.0,0.0,-0.0030374698305069,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0039047502067307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,0.3611519514209573,0,a,vegan,"lunch,dinner"
FRUIT ADVENTURE tic tacs,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0037321625463512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039556323775576,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
FRUIT BAKES Blueberry,0.0,0.0,-0.003486828850977,0.0,0.0,0.0,-0.003764950099085,-0.0335274774927566,-0.0037870768019265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039459068202154,0.0,0.0,0.1216727548403507,-0.0039548759362319,0.0,0.0706702473449594,0,a,vegan,"lunch,dinner"
