Food_Name,VitaminC_mg,Potassium_mg,Carbohydrate_g,Calcium_mg,Zinc_mg,VitaminB6_mg,Protein_g,Cholesterol_mg,Energy_kcal,Riboflavin_mg,Thiamin_mg,Iron_mg,Folate_mcg,VitaminE_mg,Niacin_mg,VitaminD_mcg,VitaminB12_mcg,Fat_g,VitaminK_mcg,Magnesium_mg,Fiber_g,Sodium_mg,VitaminA_mcgRAE,Sugars_g,Food_Category,nutriscore_grade,diet_type,meal_type
 Gâteau double chocolat ,0.0,0.0,-0.0037489549462512,0.0,0.0,0.0,-0.0042218028776908,0.0934999116098552,-0.0038200253552717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038666259642163,0.0,0.0,-0.0153646286005265,-0.0039546076517084,0.0,0.0831833053666948,0,a,vegan,"lunch,dinner"
%100 Pure Corn Starch,0.0,0.0,-0.0029625766604286,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0038419910575018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039556323775576,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
&gt;curcuma - 60 G?lules - Solgar,0.0,0.0,-0.004533585724772,0.0,0.0,0.0,-0.0045141886559984,-0.0335274774927566,-0.0046085940653332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041246491137408,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,-0.0851173250256464,0,a,vegan,"lunch,dinner"
&quot;Baguette Lyonnais&quot;,0.0,0.0,-0.0038188552383243,0.0,0.0,0.0,-0.003764950099085,-0.0335274774927566,-0.0039737852708825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039905923935968,0.0,0.0,-0.0192462906824244,-0.0039545949723109,0.0,-0.0732299199049978,0,a,vegan,"lunch,dinner"
&quot;Celles Sur Belle Butter,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0028849140317606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028905447760708,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,-0.0857429779267332,0,a,vegetarian,"lunch,dinner"
&quot;This Blueberry Walks Into a Bar...&quot;,0.0,0.0,-0.0032601252010101,0.0,0.0,0.0,-0.0041971081329013,-0.0335274774927566,-0.0038390227193626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040286939548583,0.0,0.0,-0.0061935295800303,-0.0039550093113434,0.0,0.2186287036830467,0,a,vegan,"lunch,dinner"
'Nduja Tipo & Miele Piccante Pizza,0.0,0.0,-0.0040504757148036,0.0,0.0,0.0,-0.0039630076620644,0.0105282643925421,-0.0041029131273452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039927754292533,0.0,0.0,-0.0112908500671891,-0.0039541165799107,0.0,-0.0568110518649172,0,a,vegan,"lunch,dinner"
'Old Times' Orange Fine Cut Marmalade,0.0,0.0,-0.003364503339849,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0040199132455658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,0.3271879367905353,0,a,vegan,"lunch,dinner"
'Prodhead'&gt;chilli Paste With Oil,0.0,0.0,-0.0037489549462512,0.0,0.0,0.0,-0.0041243409515882,-0.0335274774927566,-0.0037321625463512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038377965620348,0.0,0.0,-0.0192462906824244,-0.0039534422998146,0.0,0.1958008275623135,0,a,vegan,"lunch,dinner"
'Prodhead'&gt;yellow Curry Paste,0.0,0.0,-0.0042207819177448,0.0,0.0,0.0,-0.0042948993251723,-0.0335274774927566,-0.0043164502256725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040655488420181,0.0,0.0,0.0786038629017893,-0.0039398407643578,0.0,-0.0275572569323251,0,a,vegan,"lunch,dinner"
'Reese''s Cups 3pieces Beurre De Cacahuètes',0.0,0.0,-0.0036301244497269,0.0,0.0,0.0,-0.003868503395569,-0.0335274774927566,-0.0034158564342373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036792348500365,0.0,0.0,-0.0192462906824244,-0.0039548255068102,0.0,0.2277091255177388,0,a,vegan,"lunch,dinner"
'Tiptree' Barbecue Sauce,0.0,0.0,-0.0037314798732329,0.0,0.0,0.0,-0.0044471835818029,-0.0335274774927566,-0.0041561005993926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039537881015635,0.0,0.1958008275623135,0,a,vegan,"lunch,dinner"
(Barcode clash) Sainsbury's fine asparagus / M&S chicken,0.0,0.0,-0.0045021305933391,0.0,0.0,0.0,-0.0043497216557004,-0.0335274774927566,-0.0045493657458399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041174417631954,0.0,0.0,-0.019279982413123,-0.0039556208508327,0.0,-0.0744812257071713,0,a,vegan,"lunch,dinner"
", Sausage, Egg, And Cheese Croissant",0.0,0.0,-0.0041940232121856,0.0,0.0,0.0,-0.0038601277612945,0.1848008475273575,-0.0040101659652012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038895993940797,0.0,0.0,-0.0312707534641998,-0.0039538313267821,0.0,-0.0661913247677716,0,a,non_vegetarian,"lunch,dinner"
0% FAT Greek style blueberry & Raspberry yogurt,0.0,0.0,-0.0042749546441015,0.0,0.0,0.0,-0.0042339856184536,-0.0335274774927566,-0.0043889370430319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040943782414502,0.0,0.0,-0.0245004541632517,-0.0039555401637579,0.0,-0.0338137871365312,0,b,vegetarian,"lunch,dinner"
0% Fat Free Ultra-Filtered Milk,0.0,0.0,-0.0044770829886796,0.0,0.0,0.0,-0.0041710414578457,-0.0229418617342058,-0.0045284192521932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039555363215163,0.0,-0.0674947683117023,0,c,vegetarian,"lunch,dinner"
0% Fat Greek Nonfat Yogurt,0.0,0.0,-0.0043139240569322,0.0,0.0,0.0,-0.003998249584693,-0.0157436430183909,-0.0044350650177152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0323311617884447,-0.003955535760549,0.0,-0.0106646297963207,0,b,vegetarian,"lunch,dinner"
0% Fat Greek Style Live Yoghurt with Honey,0.0,0.0,-0.0042574795710832,0.0,0.0,0.0,-0.0041669805442581,-0.0335274774927566,-0.004410902745262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041203247034136,0.0,0.0,-0.034941397663509,-0.0039554623583644,0.0,-0.0025311420821927,0,b,vegetarian,"lunch,dinner"
0% Fat Greek Style Yogurt,0.0,0.0,-0.0044007751698331,0.0,0.0,0.0,-0.0041487064331138,-0.0335274774927566,-0.0044789964221754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041203247034136,0.0,0.0,-0.0362465156010412,-0.0039554825301331,0.0,-0.0444498864550063,0,c,vegetarian,"lunch,dinner"
0% Fat free milk,0.0,0.0,-0.0044406765865582,0.0,0.0,0.0,-0.0042979450074584,-0.0335274774927566,-0.0045284192521932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040540170783961,0.0,0.0,-0.0192462906824244,-0.0039549061938849,0.0,-0.0563004884638263,0,a,vegetarian,"lunch,dinner"
0% Island Farms Milk,0.0,0.0,-0.0044514528815861,0.0,0.0,0.0,-0.0043070820630305,-0.0284463819286521,-0.0045317141075277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039555113469455,0.0,-0.0557116386745682,0,a,vegetarian,"lunch,dinner"
0% Milkfat Cottage Cheese small curd fat free,0.0,0.0,-0.0044425452337467,0.0,0.0,0.0,-0.0038795002058151,-0.0222861156252689,-0.0044552812392367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039545358085899,0.0,-0.0580592212414778,0,b,vegetarian,"lunch,dinner"
0% Vanilla Yogurt,0.0,0.0,-0.0043955326479276,0.0,0.0,0.0,-0.0042827165815049,-0.0335274774927566,-0.0045009621244056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039555027019018,0.0,-0.0482038038615269,0,c,vegetarian,"lunch,dinner"
0% fat greek style yogurt,0.0,0.0,-0.0044497053742843,0.0,0.0,0.0,-0.0040207876551042,-0.0335274774927566,-0.0044877827030675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041203247034136,0.0,0.0,-0.0192462906824244,-0.0039554018430584,0.0,-0.0557116386745682,0,c,vegetarian,"lunch,dinner"
0.0,0.0,0.0,-0.0044294236986297,0.0,0.0,0.0,-0.0045079126986358,-0.0335274774927566,-0.0045575404483316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039549061938849,0.0,-0.0563004884638263,0,a,vegan,"lunch,dinner"
0.6% M.F. Fat Free Sour Cream Product,0.0,0.0,-0.0043605825018911,0.0,0.0,0.0,-0.0041202800380006,-0.0335274774927566,-0.0044643526206887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039553442094335,0.0,-0.0440327845209485,0,c,vegetarian,"lunch,dinner"
0049387100118,0.0,0.0,-0.0044406183363148,0.0,0.0,0.0,-0.0043235287630603,0.0045807392380269,-0.0044636204306143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040780896292177,0.0,0.0,-0.0414669873511698,-0.0039554767667706,0.0,-0.0544603328723946,0,a,vegan,"lunch,dinner"
016300330013,0.0,0.0,-0.0043387386606182,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0045101145003348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0192462906824244,-0.0039556083635473,0.0,-0.0257845749059177,0,a,vegan,"lunch,dinner"
026400289616,0.0,0.0,-0.0044406765865582,0.0,0.0,0.0,-0.0043233257173809,-0.0123562459756547,-0.0044918097484763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040960599565775,0.0,0.0,-0.0414669873511698,-0.0039554762864904,0.0,-0.0544603328723946,0,b,vegan,"lunch,dinner"
049800218017,0.0,0.0,-0.0041469982761121,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0042446955983874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040059680747603,0.0,0.0,-0.0414669873511698,-0.0039556323775576,0.0,0.0185325055877287,0,a,vegan,"lunch,dinner"
1 Chocolate Sponge Pudding,0.0,0.0,-0.0038413231893478,0.0,0.0,0.0,-0.0041782930892521,-0.0335274774927566,-0.0042593393998742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037966117017755,0.0,0.0,0.0045228828285349,-0.0039550285967262,0.0,0.0691805975804673,0,a,vegan,"lunch,dinner"
1 lb. Hot dog,0.0,0.0,-0.0044105112819433,0.0,0.0,0.0,-0.0039824990412782,0.1933071459047646,-0.0041008725480711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038686852072292,0.0,0.0,-0.0414669873511698,-0.0039526477791296,0.0,-0.0522258582256562,0,a,vegan,"lunch,dinner"
1 percent  Milk,0.0,0.0,-0.0044444628523788,0.0,0.0,0.0,-0.0043070820630305,-0.0335274774927566,-0.0045141415457436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0414669873511698,-0.0039555113469455,0.0,-0.0532090270702211,0,a,vegetarian,"lunch,dinner"
1 pound bar,0.0,0.0,-0.0035237012550456,0.0,0.0,0.0,-0.0040987571959863,-0.0335274774927566,-0.0034932416031941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036708743234038,0.0,0.0,-0.0186274234443569,-0.0039554012667221,0.0,0.2545496349743612,0,a,vegan,"lunch,dinner"
1 to 1 Baking Flour,0.0,0.0,-0.0031184543117516,0.0,0.0,0.0,-0.004196828259127,-0.0335274774927566,-0.0038390227193626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0062288030378014,-0.0039555545721641,0.0,-0.0857429779267332,0,b,vegan,"lunch,dinner"
1% Buttermilk,0.0,0.0,-0.0044514528815861,0.0,0.0,0.0,-0.0043314475445561,-0.0132030952363387,-0.0045141415457436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0414669873511698,-0.0039554018430584,0.0,-0.0557116386745682,0,a,vegetarian,"lunch,dinner"
1% Chocolate Milk Least Sugar,0.0,0.0,-0.0044234927647569,0.0,0.0,0.0,-0.0043070820630305,-0.0182841908004432,-0.0045053552648516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0414669873511698,-0.0039554133697833,0.0,-0.050706415465874,0,a,vegetarian,"lunch,dinner"
1% Chocolate partly skimmed milk,0.0,0.0,-0.0043466024434764,0.0,0.0,0.0,-0.0043314475445561,-0.0182841908004432,-0.0044614238603913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0192462906824244,-0.0039554479499582,0.0,-0.0231776878180561,0,a,vegetarian,"lunch,dinner"
1% Cottage Cheese,0.0,0.0,-0.0044425452337467,0.0,0.0,0.0,-0.0038255942732362,0.0001966081097065,-0.0044358425646968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041133342112032,0.0,0.0,-0.0414669873511698,-0.0039544593037782,0.0,-0.0580592212414778,0,a,vegetarian,"lunch,dinner"
"1% Kefir, Vanilla",0.0,0.0,-0.0043680187031754,0.0,0.0,0.0,-0.0043319659590567,-0.0335274774927566,-0.0044589001414117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041107557954555,0.0,0.0,-0.0192462906824244,-0.0039549061938849,0.0,-0.025840040588638,0,a,vegan,"lunch,dinner"
1% LOWFAT COTTAGE CHEESE,0.0,0.0,-0.0044425452337467,0.0,0.0,0.0,-0.0038795002058151,-0.0110447537577813,-0.0044358425646968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041133342112032,0.0,0.0,-0.0192462906824244,-0.0039543827989665,0.0,-0.0580592212414778,0,b,vegetarian,"lunch,dinner"
1% Low Fat Milk,0.0,0.0,-0.004440256552933367,0.0,0.0,0.0,-0.0043062751793301,-0.022865530472755,-0.004509705031872101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004111203292112867,0.0,0.0,-0.0266531895720062,-0.0039552836483896,0.0,-0.05170306286158207,0,a,vegetarian,"lunch,dinner"
1% Lowfat Chocolate Milk,0.0,0.0,-0.0043023905087402,0.0,0.0,0.0,-0.0043235287630603,-0.0182841908004432,-0.0044460478688302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041080722074864,0.0,0.0,-0.0362465156010412,-0.0039553931980146,0.0,-0.0075363652908869,0,a,vegetarian,"lunch,dinner"
1% Lowfat Milk,0.0,0.0,-0.00444214106678325,0.0,0.0,0.0,-0.004322644413080974,-0.020416076400220876,-0.004511948090426324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041110271397703756,0.0,0.0,-0.0414669873511698,-0.003955487812401325,0.0,-0.05434754568018135,0,b,vegetarian,"lunch,dinner"
1% Milk,0.0,0.0,-0.0044444628523788,0.0,0.0,0.0,-0.0043070820630305,-0.0335274774927566,-0.0045141415457436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0414669873511698,-0.0039555113469455,0.0,-0.0532090270702211,0,a,vegetarian,"lunch,dinner"
1% Milkfat Cottage Cheese small curd lowfat,0.0,0.0,-0.0044425452337467,0.0,0.0,0.0,-0.003879500205815,-0.0110447537577813,-0.0044552812392367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041133342112032,0.0,0.0,-0.0192462906824244,-0.0039546123134016,0.0,-0.0635959725785286,0,b,vegetarian,"lunch,dinner"
1% Milkfat Lowfat Milk,0.0,0.0,-0.0044333953061339,0.0,0.0,0.0,-0.0042725642975358,-0.0229418617342058,-0.0045009621244056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041110752702137,0.0,0.0,-0.0192462906824244,-0.0039555063040033,0.0,-0.0544603328723946,0,a,vegetarian,"lunch,dinner"
1% Partly Skimmed Milk,0.0,0.0,-0.0044444628523788,0.0,0.0,0.0,-0.0043070820630305,-0.0335274774927566,-0.0045141415457436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0414669873511698,-0.0039555113469455,0.0,-0.0532090270702211,0,b,vegetarian,"lunch,dinner"
1% chocolate milk,0.0,0.0,-0.0043955326479276,0.0,0.0,0.0,-0.0043314475445561,-0.0233652863645477,-0.0044965689839595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0362465156010412,-0.0039554364232332,0.0,-0.0381933574441386,0,a,vegetarian,"lunch,dinner"
1% low fat Milk,0.0,0.0,-0.0044406765865582,0.0,0.0,0.0,-0.0043233257173809,-0.0229418617342058,-0.0045101145003348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041110752702137,0.0,0.0,-0.0414669873511698,-0.0039554762864904,0.0,-0.0544603328723946,0,b,vegetarian,"lunch,dinner"
1% low fat chocolate milk,0.0,0.0,-0.0043285171448201,0.0,0.0,0.0,-0.0043203974545018,-0.0201046296409413,-0.0044575985519353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041108587239386,0.0,0.0,-0.0192462906824244,-0.0039554009543934,0.0,-0.0209531488710503,0,b,vegetarian,"lunch,dinner"
1% low fat milk,0.0,0.0,-0.0044171443324333,0.0,0.0,0.0,-0.00423210229621,-0.0212542998016831,-0.0044940646816763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041121633364192,0.0,0.0,-0.0414669873511698,-0.0039554583629899,0.0,-0.0434282889643428,0,a,vegetarian,"lunch,dinner"
1% lowfat cottage cheese,0.0,0.0,-0.0044580099001346,0.0,0.0,0.0,-0.0038795002058151,0.0226793318446821,-0.0043969652156169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040623087206165,0.0,0.0,-0.0192462906824244,-0.0039545358085899,0.0,-0.0635959725785289,0,a,vegetarian,"lunch,dinner"
1% lowfat milk,0.0,0.0,-0.0044479578669825,0.0,0.0,0.0,-0.0043233257173809,-0.0335274774927566,-0.004519266876264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041110752702137,0.0,0.0,-0.0414669873511698,-0.0039555063040033,0.0,-0.0544603328723946,0,a,vegetarian,"lunch,dinner"
1% lowfat mmmmilk,0.0,0.0,-0.0044479578669825,0.0,0.0,0.0,-0.0043235287630603,-0.0233652863645477,-0.0045185346861897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041110992947155,0.0,0.0,-0.0414669873511698,-0.0039554825301331,0.0,-0.0544603328723946,0,b,vegetarian,"lunch,dinner"
1% partly skimmed millk,0.0,0.0,-0.0044444628523788,0.0,0.0,0.0,-0.0043070820630305,-0.0233652863645477,-0.0045141415457436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041116758827591,0.0,0.0,-0.0414669873511698,-0.0039555113469455,0.0,-0.0532090270702211,0,a,vegan,"lunch,dinner"
1% plain yogurt,0.0,0.0,-0.0044554471839903,0.0,0.0,0.0,-0.004213100920003,-0.0335274774927566,-0.0045103759967899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041137351257721,0.0,0.0,-0.0414669873511698,-0.003955500643558,0.0,-0.0642920213180441,0,a,vegetarian,"lunch,dinner"
1%milk fat Low Fat Milk,0.0,0.0,-0.0042906822098179,0.0,0.0,0.0,-0.0039172343586203,0.0045807392380269,-0.0043472022087947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004090053831123,0.0,0.0,-0.0414669873511698,-0.0039553153926211,0.0,-0.004408100785453,0,a,vegetarian,"lunch,dinner"
1-2-3 100% canola oil,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0025711182856159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026846204747743,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
1-2-3 Vegetable Oil,0.0,0.0,-0.0045353332320739,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0025711182856159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026846204747743,0.0,0.0,-0.0192462906824244,-0.0039556323775576,0.0,-0.0857429779267332,0,b,vegan,"lunch,dinner"
1.0 cal,0.0,0.0,-0.0043658250237965,0.0,0.0,0.0,-0.004270533840742,-0.0335274774927566,-0.0043911336132549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040468097278507,0.0,0.0,-0.0231953362257195,-0.0039553931980146,0.0,-0.0857429779267332,0,a,vegan,"lunch,dinner"
1/2 Loaf,0.0,0.0,-0.0037150533045957,0.0,0.0,0.0,-0.0040293155736382,-0.0335274774927566,-0.0040726309309181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040819815985122,0.0,0.0,-0.0153646286005265,-0.0039541627201248,0.0,-0.0474530203802228,0,b,vegan,"lunch,dinner"
1/2 Loaf Hearty Rye Special Recipe Bread,0.0,0.0,-0.0037239655918351,0.0,0.0,0.0,-0.0040914475515286,-0.0335274774927566,-0.004061648079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040746301009559,0.0,0.0,0.005517258399988,-0.0039540639360919,0.0,-0.0634071693579355,0,b,vegan,"lunch,dinner"
1/2 fat ice cream,0.0,0.0,-0.0040265652834404,0.0,0.0,0.0,-0.0042950535341761,0.0147107715335516,-0.004249329712782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040531047555423,0.0,0.0,0.0080944533146085,-0.003955449992669,0.0,0.0488911906615594,0,b,vegetarian,"lunch,dinner"
1/3 less fat than cream cheese,0.0,0.0,-0.0044105612107233,0.0,0.0,0.0,-0.0040914475515286,0.1468514150329522,-0.004061648079803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003817183539475,0.0,0.0,-0.0414669873511698,-0.003954655487617,0.0,-0.0634071693579355,0,a,vegetarian,"lunch,dinner"
1/4 lb Cheese Burger,0.0,0.0,-0.00402715865140635,0.0,0.0,0.0,-0.00372120384440485,0.04482909132869145,-0.0040107415416377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003960959438978701,0.0,0.0,-0.0184652969924895,-0.00395375324395965,0.0,-0.05817636136099235,0,a,vegetarian,"lunch,dinner"
10 Cumberland shroomdogs,0.0,0.0,-0.0042365094834613,0.0,0.0,0.0,-0.0041243409515882,-0.0335274774927566,-0.0043098605150035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040684317794869,0.0,0.0,0.0002967866498594,-0.0039545142852362,0.0,-0.0751068786082581,0,a,vegan,"lunch,dinner"
10 Grain Hot Cereal,0.0,0.0,-0.0032247027557028,0.0,0.0,0.0,-0.003764950099085,-0.0335274774927566,-0.0037870768019265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004090053831123,0.0,0.0,0.1216727548403507,-0.0039556323775576,0.0,-0.0857429779267332,0,c,vegan,"lunch,dinner"
10 Grain Pancake & Waffle Mix,0.0,0.0,-0.0033120781207942,0.0,0.0,0.0,-0.003764950099085,-0.0335274774927566,-0.0038419910575018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004090053831123,0.0,0.0,0.0564168579637425,-0.0039511657716343,0.0,-0.0544603328723946,0,a,vegan,"lunch,dinner"
10 Mild Cheddar cheese slices,0.0,0.0,-0.0045265956955647,0.0,0.0,0.0,-0.0029791633198831,0.2256083962765715,-0.0045196329713012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036230175157825,0.0,0.0,-0.034941397663509,-0.0039535460403392,0.0,-0.0826147134212993,0,a,vegetarian,"lunch,dinner"
10 Mozzarella Slices,0.0,0.0,-0.0045178581590556,0.0,0.0,0.0,-0.0029730719495017,0.1671757972893701,-0.0039562127090984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038190574506168,0.0,0.0,-0.0414669873511698,-0.0039541800102122,0.0,-0.0794864489158655,0,a,vegan,"lunch,dinner"
10 No prawn tempura,0.0,0.0,-0.0041526291329735,0.0,0.0,0.0,-0.0041791632850209,-0.0335274774927566,-0.0039210675855302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038118501000714,0.0,0.0,0.0107377301501167,-0.0039546295524858,0.0,-0.0763581844104316,0,a,vegan,"lunch,dinner"
10 Piece California Sushi Roll,0.0,0.0,-0.0040552488084947,0.0,0.0,0.0,-0.0042920879205532,-0.0335274774927566,-0.0043211330237303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040864897566775,0.0,0.0,-0.0199540543149253,-0.0039549061938849,0.0,-0.0582417515053366,0,a,vegan,"lunch,dinner"
10 chocolate chip madeleines,0.0,0.0,-0.0036441045081415,0.0,0.0,0.0,-0.0041547978034952,-0.0335274774927566,-0.0046065292893235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037513083554902,0.0,0.0,-0.0153646286005265,-0.0039552289421839,0.0,0.0769267763558271,0,a,vegan,"lunch,dinner"
10 croquette Monsieur butes,0.0,0.0,-0.0042924297171198,0.0,0.0,0.0,-0.0035334780245914,-0.0335274774927566,-0.00387713618107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037873451082171,0.0,0.0,-0.0323311617884447,-0.0039554018430584,0.0,-0.0169211588071884,0,a,vegan,"lunch,dinner"
10 fl oz 100% juice - apple,0.0,0.0,-0.0043397871649993,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.0043252365065645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039556179691514,0.0,-0.0157324182951236,0,a,vegan,"lunch,dinner"
10 fl oz juice cocktail - cranberry,0.0,0.0,-0.0042746051426411,0.0,0.0,0.0,-0.0045263713967612,-0.0335274774927566,-0.004237373697644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041260905838499,0.0,0.0,-0.0414669873511698,-0.0039556237325139,0.0,-0.0009044445393671,0,a,vegan,"lunch,dinner"
